FILE_NAME,COLOR1,COLOR2,COLOR3,COLOR4,COLOR5
228391321632-1.png,#171618,#000000,#2c2a2c,#403f42,#6c6e6f
228531961888-1.png,#000000,#434342,#6c6a65,#29292b,#141417
2343648493651-1.png,#1e1c1e,#262526,#000000,#3c3a3b,#635b5a
2344679735356-1.png,#000000,#ca9673,#7c5e44,#28231f,#e8c6a6
2348799197244-1.png,#000000,#09a1bb,#254758,#c99b86,#e5c0b2
2348799721532-1.png,#b6a2ab,#000000,#4a2c57,#e2d8df,#60bece
2348800344124-10.png,#42323d,#96909a,#000000,#6f5b67,#bfc6d1
2358297231444-1.png,#010101,#4c4a4e,#ededec,#626367,#898787
2358298280020-1.png,#000000,#4d4e50,#3f4142,#616364,#1b1c1d
2368956792916-1.png,#33353f,#414551,#212125,#000000,#666973
2379079024724-1.png,#162b43,#284260,#000000,#cbd2dc,#556a87
2379079057492-1.png,#41494c,#697375,#000000,#8f999c,#d1d9db
2379079450708-1.png,#37393c,#000000,#1a1c1f,#d4d8da,#858079
2386197217364-1.png,#dcdfe3,#606263,#000000,#2d2e2f,#8c8e91
2386199314516-1.png,#242628,#393c40,#000000,#141618,#aeaeaf
2386199380052-1.png,#000000,#313535,#161b1b,#585959,#dfdfdf
2386201313364-1.png,#000000,#fcfcfc,#7f8183,#23252a,#171b1f
2386251939924-1.png,#21252a,#e0e3e7,#98987d,#000001,#101419
2397844602964-1.png,#868886,#d2d3d3,#000000,#323538,#b69a23
2397844668500-1.png,#5f6469,#000000,#dbdbdd,#2c3036,#999b9d
2397844734036-1.png,#000000,#8e9093,#2b323a,#d5d5d7,#4da2dd
2397844799572-1.png,#e7eef0,#000001,#86b5d9,#0d6bc0,#475366
2397844832340-1.png,#000000,#b3babd,#e3e5e4,#848b89,#535957
2397844897876-1.png,#b6cac8,#617770,#e1ecee,#000000,#92a89f
2397844930644-1.png,#010000,#f2e8da,#d88432,#a79487,#9cdefa
2397844963412-1.png,#f2e3eb,#000000,#d59ab6,#b1537a,#70be9d
2397844996180-1.png,#7d949d,#5e436b,#bfc0cf,#000000,#322338
2397845028948-1.png,#000000,#eba255,#834643,#efdada,#b89a9b
2397845061716-1.png,#5fbfb0,#49826f,#000000,#e1f8f7,#9fd6cb
2397845094484-1.png,#000000,#c8d0d2,#e4eaed,#41769e,#67b2ec
2397845127252-1.png,#000000,#f6f7e0,#ccce91,#94d7f7,#5e6151
2414902116436-1.png,#000000,#d3cec9,#b1aba8,#383639,#63646b
2414903787604-1.png,#000000,#b3c2cf,#4f93bf,#2f537b,#3f78a5
2414904377428-1.png,#000000,#333332,#797876,#272724,#cccbca
2417432952915-1.png,#d4a484,#000000,#93604a,#bb8265,#272223
