FILE_NAME,COLOR1,COLOR2,COLOR3,COLOR4,COLOR5
3429358272595-1.jpg,#010100,#f4dcb7,#7a5922,#a8854b,#30302e
3429880496211-1.jpg,#4b4843,#716b62,#282420,#000000,#b9a78e
3429882527827-1.jpg,#383739,#5b595b,#000000,#1a191b,#e2e1e2
3430153322579-1.jpg,#272528,#cbb69b,#000000,#847b77,#534f50
3430171541587-1.jpg,#413d40,#000000,#c99569,#dbd8d8,#95664d
3430617382995-1.jpg,#d6a584,#ae775b,#000000,#57382a,#e0e5e9
3431053656147-1.png,#1d2128,#2e353d,#000000,#4c515a,#7c7e83
3431053951059-1.jpg,#000000,#2a2425,#6d6565,#474041,#aca9a9
3446327607390-1.jpg,#e0b380,#c0854e,#74351d,#000000,#5b878d
3446328819806-1.jpg,#644948,#aa6a66,#000000,#c69b80,#e0d0b7
3446329442398-1.jpg,#000000,#bf9574,#a37d5f,#d7c5a9,#52473d
3446330589278-1.jpg,#b48442,#976822,#000000,#d9ab6b,#54381a
3446331342942-1.jpg,#000000,#90622d,#553f25,#f1f0e9,#a79e88
3477623701587-1.png,#000000,#8a503a,#242223,#403b40,#b87958
3477659517011-1.jpg,#2d2c2f,#000000,#454346,#201e21,#737275
3477683699795-1.png,#0b0808,#191615,#000000,#373536,#757473
3478454304851-1.jpg,#000000,#d7d9db,#0e5c29,#3d3834,#608772
3494813597719-1.jpg,#7e2f42,#ee2856,#272024,#000000,#e8e2e7
3494905839639-1.jpg,#f1edee,#dac1bc,#000000,#f56f62,#67836d
3502834188311-1.jpg,#eaeaeb,#000000,#b2b3b5,#121418,#5e6367
3509290565716-1.png,#2c2b2d,#000000,#c6885f,#e0af85,#816353
3509290631252-1.png,#232225,#946457,#dfb2a4,#000000,#bf8a7a
3516638953555-1.jpg,#956a4a,#000000,#433934,#6f4a37,#80807c
3518231609427-1.jpg,#cf8c5f,#000000,#dea386,#a1624c,#3c292c
3518233935955-1.jpg,#000000,#b97057,#e4bead,#d59276,#8b4f41
3518236000339-1.jpg,#bd745a,#e0bdb9,#d8967e,#000000,#8d4f40
3522319614035-1.jpg,#37231d,#5a423a,#000000,#ac9a8d,#7c635a
3522848456787-1.jpg,#1b191e,#96705b,#cb9373,#6b5247,#000000
3522941354067-1.jpg,#000000,#92644b,#4a4b4f,#bb8561,#e4b894
3524286971987-1.png,#242424,#747475,#333333,#000000,#161716
3524338155603-1.jpg,#eaeaea,#dcdcdc,#000000,#a5a3a2,#494949
3524597219411-1.jpg,#000000,#905845,#302423,#bc7f63,#ddb8a7
3527064977491-1.jpg,#33271c,#8a6841,#4c4236,#000000,#a78761
3527067009107-1.png,#d7d1c2,#bfa68f,#000000,#a47f67,#53473a
3527124418643-1.jpg,#000000,#7b7b7a,#313231,#585857,#b0b2ae
